"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 08 18:25:45 IST 2023","Tue Aug 08 18:25:54 IST 2023","9322","webkit","","","","","@Regression JQUERY DRAG DROP",""
